bank_tier,client_segment,channel,card_brand,MTI,DE39_response_code,amount_usd,is_international,distance_from_home_km,approved,client_baseline_amount,is_fraud,is_night,time_since_last_txn_min,is_online,is_foreign_currency,mcc_fraud_rate
0,3,0,0,100,0,29.41,0,6.7,1,271.96,,0,9999.0,0,0.0,
0,3,3,0,100,0,13.75,0,11.1,1,254.35,,0,9999.0,0,0.0,
0,3,2,1,100,0,51.11,0,6.7,1,159.56,,0,9999.0,0,0.0,
0,2,3,1,100,0,35.9,0,252.0,1,136.18,,0,9999.0,0,0.0,
0,2,1,1,100,0,8.23,0,1020.0,1,154.98,,0,9999.0,1,0.0,
0,0,3,1,100,0,4.51,0,914.0,1,259.48,,0,9999.0,0,0.0,
0,3,3,1,100,0,6.77,0,20.4,1,215.0,,0,9999.0,0,0.0,
0,3,0,0,100,0,29.74,0,1274.0,1,206.68,,0,9999.0,0,0.0,
0,0,3,1,100,0,0.31,0,131.0,1,139.23,,0,9999.0,0,0.0,
0,0,3,1,100,0,26.75,0,1249.0,1,234.66,,0,9999.0,0,0.0,
0,1,0,1,100,0,11.92,0,,1,91.69,,0,9999.0,0,0.0,
0,2,3,1,100,0,141.19,1,2444.0,1,91.93,,0,180.0,0,1.0,
0,3,3,1,100,0,19.14,0,979.0,1,180.84,,0,9999.0,0,0.0,
0,4,0,1,100,0,20.99,0,6.9,1,217.26,,0,9999.0,0,0.0,
0,3,3,1,100,0,4.36,0,13.5,1,163.7,,0,9999.0,0,0.0,
0,1,0,2,100,0,17.44,0,11.0,1,202.7,,0,9999.0,0,0.0,
0,3,0,1,100,0,21.49,0,4.8,1,119.97,,0,9999.0,0,0.0,
0,2,3,0,100,0,4.11,0,627.0,1,146.42,,0,9999.0,0,0.0,
0,0,3,0,100,0,1.92,0,1320.0,1,197.37,,0,9999.0,0,0.0,
0,3,1,0,100,0,16.62,0,17.9,1,125.47,,0,9999.0,1,0.0,
0,3,3,1,100,0,13.13,0,7.5,1,178.62,,0,9999.0,0,0.0,
0,1,0,1,100,0,22.47,0,631.0,1,149.45,,0,-526260.0,0,0.0,
0,0,3,2,100,0,31.86,0,16.6,1,282.04,,0,9999.0,0,0.0,
0,3,0,1,100,0,30.65,0,12.0,1,291.58,,0,120.0,0,0.0,
0,3,3,1,100,0,20.89,0,0.6,1,252.29,,0,9999.0,0,0.0,
0,3,2,1,100,0,12.01,0,4.3,1,272.18,,0,9999.0,0,0.0,
0,3,0,1,100,0,15.09,0,12.9,1,285.49,,0,9999.0,0,0.0,
0,3,3,1,100,0,12.94,0,1366.0,1,251.47,,0,9999.0,0,0.0,
0,3,3,0,100,0,3.8,0,14.0,1,297.76,,0,9999.0,0,0.0,
0,2,0,1,100,0,20.5,0,7.5,1,174.41,,0,9999.0,0,0.0,
0,2,1,1,100,0,4.56,0,19.6,1,108.88,,0,9999.0,1,0.0,
0,3,3,1,100,0,4.54,0,19.0,1,108.76,,0,9999.0,0,0.0,
0,0,0,1,100,0,11.27,0,10.4,1,209.51,,0,9999.0,0,0.0,
0,3,2,1,100,91,6.45,0,0.9,0,160.48,,0,9999.0,0,0.0,
0,2,3,2,100,0,2.16,0,21.6,1,246.05,,0,9999.0,0,0.0,
0,2,3,0,100,0,22.46,0,6.6,1,132.43,,0,9999.0,0,0.0,
0,3,3,1,100,0,11.75,0,1.4,1,221.15,,0,9999.0,0,0.0,
0,1,0,1,100,0,31.96,0,11.3,1,199.44,,0,9999.0,0,0.0,
0,3,3,1,100,0,10.56,0,119.0,1,95.53,,0,9999.0,0,0.0,
0,0,3,1,100,0,1.26,0,888.0,1,157.32,,0,9999.0,0,0.0,
0,2,3,1,100,0,0.84,0,0.3,1,182.24,,0,9999.0,0,0.0,
0,3,0,1,100,0,2.12,0,0.4,1,153.65,,0,9999.0,0,0.0,
0,3,0,0,100,0,7.9,0,709.0,1,89.75,,0,9999.0,0,0.0,
0,0,0,0,100,0,19.13,0,13.6,1,232.11,,0,9999.0,0,0.0,
0,3,3,0,100,0,3.51,0,1403.0,1,115.19,,0,9999.0,0,0.0,
0,2,0,0,100,0,17.95,0,13.5,1,254.31,,0,9999.0,0,0.0,
0,3,3,1,100,0,18.8,0,4.3,1,293.16,,0,9999.0,0,0.0,
0,1,3,1,100,0,9.1,0,22.3,1,227.37,,0,9999.0,0,0.0,
0,0,3,1,100,0,27.27,0,349.0,1,280.05,,0,9999.0,0,0.0,
0,3,0,1,100,0,11.35,0,2.2,1,269.56,,0,9999.0,0,0.0,
0,3,1,1,100,0,0.72,0,8.5,1,159.19,,0,9999.0,1,0.0,
0,0,0,1,100,0,15.22,0,249.0,1,128.26,,0,9999.0,0,0.0,
0,0,3,1,100,0,1.13,0,1168.0,1,170.48,,0,9999.0,0,0.0,
0,3,0,1,100,0,14.94,0,23.8,1,104.93,,0,9999.0,0,0.0,
0,3,0,1,100,0,11.13,0,10.5,1,121.69,,0,9999.0,0,0.0,
0,3,1,1,100,0,16.08,1,7566.0,1,235.26,,0,420.0,1,1.0,
0,3,0,2,100,0,23.25,0,9.4,1,267.45,,0,9999.0,0,0.0,
0,1,1,0,100,0,12.26,0,19.0,1,263.58,,0,9999.0,1,0.0,
0,0,1,1,100,0,4.42,0,418.0,1,299.36,,0,9999.0,1,0.0,
0,2,3,1,100,0,2.93,0,16.3,1,88.71,,0,9999.0,0,0.0,
0,2,1,0,100,0,246.21,0,10.5,1,260.26,,0,9999.0,1,0.0,
0,3,3,0,100,0,1.47,0,487.0,1,119.39,,0,9999.0,0,0.0,
0,2,0,1,100,0,21.08,0,1.7,1,285.99,,0,9999.0,0,0.0,
0,2,3,0,100,0,4.49,0,4.1,1,222.84,,0,9999.0,0,0.0,
0,2,0,1,100,0,9.66,0,23.9,1,146.68,,0,9999.0,0,0.0,
0,0,3,1,100,0,7.96,0,0.0,1,120.4,,0,9999.0,0,0.0,
0,4,0,1,100,0,18.21,0,9.3,1,275.66,,0,9999.0,0,0.0,
0,0,3,0,100,0,13.46,0,9.9,1,106.88,,0,9999.0,0,0.0,
0,0,1,1,100,0,0.26,0,18.0,1,233.65,,0,9999.0,1,0.0,
0,0,3,1,100,0,10.1,0,1431.0,1,158.49,,0,9999.0,0,0.0,
0,3,1,0,100,0,16.18,0,,1,249.26,,0,9999.0,1,0.0,
0,2,3,0,100,0,17.95,0,1028.0,1,197.68,,0,9999.0,0,0.0,
0,3,3,1,100,0,1.04,0,16.7,1,262.69,,0,9999.0,0,0.0,
0,3,0,0,100,0,10.61,0,23.1,1,125.47,,0,60.0,0,0.0,
0,3,2,1,100,0,3.99,0,9.7,1,173.64,,0,9999.0,0,0.0,
0,3,3,1,100,0,12.95,0,,1,231.11,,0,9999.0,0,0.0,
0,3,3,1,100,0,4.65,0,4.3,1,106.66,,0,9999.0,0,0.0,
0,2,1,1,100,0,1.31,0,13.2,1,117.19,,0,9999.0,1,0.0,
0,3,1,1,100,0,3.16,0,978.0,1,85.73,,0,9999.0,1,0.0,
0,3,0,1,100,0,17.87,0,111.0,1,113.63,,0,9999.0,0,0.0,
0,3,3,0,100,0,7.58,0,2.0,1,112.7,,0,9999.0,0,0.0,
0,3,0,1,100,0,128.1,1,10334.0,1,202.53,,0,9999.0,0,1.0,
0,0,3,1,100,0,10.24,0,22.9,1,128.29,,0,9999.0,0,0.0,
0,1,0,0,100,0,11.2,0,6.5,1,85.95,,0,9999.0,0,0.0,
0,0,3,0,100,0,0.83,0,16.1,1,254.84,,0,9999.0,0,0.0,
0,3,0,1,100,0,13.74,0,9.4,1,81.11,,0,9999.0,0,0.0,
0,4,0,0,100,0,21.29,0,7.3,1,177.66,,0,9999.0,0,0.0,
0,3,3,0,100,0,0.47,0,1.1,1,80.52,,0,9999.0,0,0.0,
0,3,0,1,100,0,18.94,0,2.4,1,183.91,,0,9999.0,0,0.0,
0,3,0,1,100,0,30.17,0,0.6,1,271.82,,0,9999.0,0,0.0,
0,2,0,1,100,0,25.94,0,,1,204.47,,0,9999.0,0,0.0,
0,1,3,0,100,0,4.28,0,0.9,1,205.48,,0,9999.0,0,0.0,
0,0,3,0,100,0,20.58,0,7.3,1,136.55,,0,9999.0,0,0.0,
0,2,0,1,100,0,25.13,0,11.8,1,200.27,,0,9999.0,0,0.0,
0,0,3,1,100,0,22.09,0,13.9,1,155.36,,0,9999.0,0,0.0,
0,3,1,0,100,0,42.48,0,94.0,1,135.26,,0,9999.0,1,0.0,
0,2,1,0,100,0,7.04,0,24.0,1,174.22,,0,9999.0,1,0.0,
0,0,3,0,100,0,6.69,0,20.2,1,102.26,,0,9999.0,0,0.0,
0,3,0,1,100,0,6.35,0,21.8,1,125.84,,0,9999.0,0,0.0,
0,3,3,1,100,0,9.61,0,1434.0,1,116.69,,0,9999.0,0,0.0,
0,1,3,1,100,0,6.32,0,316.0,1,160.94,,0,9999.0,0,0.0,
0,4,3,0,100,0,8.02,0,77.0,1,127.07,,0,9999.0,0,0.0,
0,3,3,1,100,0,12.62,0,192.0,1,171.68,,0,9999.0,0,0.0,
0,0,1,1,100,0,1.85,0,1.0,1,100.24,,0,9999.0,1,0.0,
0,3,3,1,100,0,1.04,0,611.0,1,162.45,,0,9999.0,0,0.0,
0,3,3,1,100,0,7.92,0,7.2,1,153.0,,0,9999.0,0,0.0,
0,3,3,0,100,0,5.15,0,3.7,1,103.07,,0,9999.0,0,0.0,
0,0,0,1,100,0,16.87,0,134.0,1,174.83,,0,300.0,0,0.0,
0,1,3,2,100,0,6.79,0,23.1,1,201.41,,0,9999.0,0,0.0,
0,3,3,1,100,0,18.34,0,17.9,1,277.91,,0,9999.0,0,0.0,
0,3,3,1,100,0,3.26,0,6.8,1,176.43,,0,9999.0,0,0.0,
0,1,2,1,100,0,13.25,0,5.2,1,144.5,,0,9999.0,0,0.0,
0,0,1,1,100,0,4.11,0,95.0,1,122.99,,0,9999.0,1,0.0,
0,3,0,1,100,0,13.16,0,7.2,1,127.69,,0,9999.0,0,0.0,
0,2,1,1,100,0,137.39,1,10919.0,1,91.93,,0,180.0,1,1.0,
0,3,1,1,100,0,23.24,0,13.5,1,161.91,,0,9999.0,1,0.0,
0,0,3,0,100,0,25.21,0,23.7,1,194.71,,0,9999.0,0,0.0,
0,2,1,1,100,0,12.79,0,9.5,1,280.63,,0,9999.0,1,0.0,
0,3,3,1,100,0,10.41,0,2.9,1,286.89,,0,9999.0,0,0.0,
0,3,3,1,100,0,8.02,0,539.0,1,203.11,,0,9999.0,0,0.0,
0,3,1,1,100,0,3.43,0,845.0,1,100.17,,0,9999.0,1,0.0,
0,3,1,1,100,0,3.0,0,18.4,1,194.95,,0,9999.0,1,0.0,
0,3,3,0,100,0,20.43,0,,1,98.55,,0,9999.0,0,0.0,
0,2,0,0,100,0,23.78,0,321.0,1,289.34,,0,9999.0,0,0.0,
0,2,0,1,100,0,19.64,0,2.1,1,220.78,,0,9999.0,0,0.0,
0,3,3,0,100,0,5.16,0,275.0,1,208.39,,0,9999.0,0,0.0,
0,3,3,1,100,0,25.61,0,18.0,1,270.45,,0,9999.0,0,0.0,
0,3,0,1,100,0,12.07,1,3963.0,1,272.36,,0,9999.0,0,1.0,
0,3,2,1,100,0,6.66,0,6.9,1,129.78,,0,9999.0,0,0.0,
0,3,0,1,100,0,37.41,0,24.0,1,299.39,,0,9999.0,0,0.0,
0,1,3,1,100,0,9.5,0,16.5,1,106.29,,0,9999.0,0,0.0,
0,2,0,0,100,0,10.33,0,0.3,1,80.03,,0,9999.0,0,0.0,
0,0,1,1,100,0,6.13,0,0.5,1,106.73,,0,-526140.0,1,0.0,
0,3,3,1,100,0,5.35,0,1312.0,1,259.11,,0,9999.0,0,0.0,
0,3,3,1,100,0,5.25,0,0.8,1,203.1,,0,-526020.0,0,0.0,
0,3,0,1,100,0,11.33,0,,1,158.51,,0,9999.0,0,0.0,
0,3,3,1,100,0,13.17,0,19.6,1,140.97,,0,9999.0,0,0.0,
0,3,0,1,100,0,31.78,0,23.7,1,294.34,,0,9999.0,0,0.0,
0,2,3,1,100,0,11.66,0,16.0,1,104.23,,0,9999.0,0,0.0,
0,0,3,1,100,0,1.13,0,1.4,1,96.94,,0,-526020.0,0,0.0,
0,1,3,1,100,0,12.55,0,10.8,1,125.8,,0,9999.0,0,0.0,
0,0,1,1,100,0,9.05,0,14.8,1,216.94,,0,9999.0,1,0.0,
0,3,1,1,100,0,9.93,0,,1,272.34,,0,9999.0,1,0.0,
0,2,3,1,100,0,15.7,0,20.3,1,259.7,,0,9999.0,0,0.0,
0,0,3,1,100,0,24.27,0,435.0,1,126.62,,0,9999.0,0,0.0,
0,3,3,0,100,0,5.19,0,15.0,1,106.28,,0,9999.0,0,0.0,
0,3,3,1,100,0,26.53,0,6.1,1,279.81,,0,9999.0,0,0.0,
0,4,1,0,100,0,35.97,0,13.8,1,295.19,,0,-526020.0,1,0.0,
0,2,1,1,100,0,9.87,0,5.0,1,98.06,,0,9999.0,1,0.0,
0,3,0,1,100,0,36.34,0,18.4,1,291.1,,0,9999.0,0,0.0,
0,3,3,0,100,0,4.34,0,5.8,1,294.92,,0,9999.0,0,0.0,
0,2,1,1,100,0,6.96,0,24.1,1,243.58,,0,9999.0,1,0.0,
0,0,3,1,100,0,0.28,0,7.8,1,186.38,,0,-526140.0,0,0.0,
0,3,0,1,100,0,127.9,0,1458.0,1,202.07,,0,-525960.0,0,0.0,
0,1,3,1,100,0,27.71,0,22.6,1,299.76,,0,9999.0,0,0.0,
0,3,3,1,100,0,14.14,0,7.5,1,202.61,,0,9999.0,0,0.0,
0,0,3,0,100,0,10.7,1,7853.0,1,256.24,,0,9999.0,0,1.0,
0,2,0,1,100,0,12.66,0,163.0,1,137.09,,0,9999.0,0,0.0,
0,0,0,1,100,0,2.65,0,21.1,1,85.93,,0,9999.0,0,0.0,
