transaction_id,bank_tier,client_segment,channel,card_brand,MTI,DE39_response_code,amount_usd,is_international,distance_from_home_km,approved,client_baseline_amount,is_fraud,is_night,time_since_last_txn_min,is_online,is_foreign_currency,mcc_fraud_rate
4103ded8-9b6c-4c34-a1bc-8e750e55e3fc,0,2,3,1,100,0,112.41,0,4.6,1,1700.37,0,1,9999.0,0,0.0,0.009956709956709957
7ee1d8a5-6228-45b5-833f-345f5164a9ea,0,3,1,1,100,0,1234.08,1,4404.0,1,1785.74,0,1,9999.0,1,1.0,0.04578552515445719
9465e966-840b-4d34-932e-bc1a7eaa7161,0,3,1,0,100,0,478.49,1,6092.0,1,1833.17,0,1,9999.0,1,1.0,0.1058705469141997
9eb43f88-bb99-4997-b9b7-5124d711b415,0,0,3,1,100,0,409.7,0,0.9,1,1738.25,0,1,9999.0,0,0.0,0.010003897622450306
e7fa0cf1-fb99-4707-98a6-284990ab91d5,0,0,1,0,100,0,87.87,0,14.7,1,653.52,0,1,9999.0,1,0.0,0.06044654202214558
7985134a-4ef0-452d-b930-9b9287c95552,0,3,1,1,100,0,26.56,1,7526.0,1,806.42,0,1,9999.0,1,1.0,0.006600660066006601
982f3c07-45bf-476d-a2ea-bd8b2c407eee,0,3,2,1,100,0,1259.92,0,21.1,1,2112.12,0,1,9999.0,0,0.0,0.04578552515445719
b5ab2ab7-2f52-4bcb-af1a-debfefe8f3f2,0,3,3,0,100,0,107.66,0,18.1,1,1200.76,0,1,9999.0,0,0.0,0.007512152010605391
4cb84441-2f6b-46d8-b5cf-b7913fadf976,0,3,3,1,100,0,235.52,1,4945.0,1,2334.53,0,1,9999.0,0,1.0,0.009504009504009503
08ebd6ba-39ae-457f-af4f-c3d02433cf5f,0,0,1,1,100,0,46.56,1,3816.0,1,1328.64,0,1,9999.0,1,1.0,0.006600660066006601
e2c90268-fa6c-4fca-9a16-a8edad947626,0,2,3,1,100,0,374.78,0,1.0,1,1985.58,0,1,9999.0,0,0.0,0.010003897622450306
3a184f03-6a61-498e-84fd-72adfdbc07df,0,0,3,1,100,0,399.48,0,5.1,1,2482.17,0,1,9999.0,0,0.0,0.009919877909194963
999b4c98-cca4-495f-a107-37fc066cfc6b,0,0,3,1,100,0,837.92,0,19.7,1,2198.13,0,1,9999.0,0,0.0,0.06044654202214558
16e4200e-9d2b-4a17-b62f-49491d478d32,0,0,1,0,100,0,212.64,1,4681.0,1,1257.78,0,1,9999.0,1,1.0,0.1058705469141997
9d24e52c-19b9-43e9-a9c2-e11eb62b51de,0,0,3,0,100,0,62.01,0,15.5,1,1363.48,0,1,9999.0,0,0.0,0.009919877909194963
efdd6f1f-68fb-4aff-9ab0-b11c2db01d84,0,2,1,1,100,0,1373.82,1,3880.0,1,1457.14,0,1,9999.0,1,1.0,0.04503916449086162
ec6eb8fd-00b7-4d98-85a2-3c95053521b6,0,0,3,0,100,0,559.77,0,676.0,1,1979.97,0,1,9999.0,0,0.0,0.06044654202214558
cbdff99c-987d-472e-9240-4488676812ff,0,3,1,0,100,0,44.22,1,2071.0,1,1737.44,0,1,9999.0,1,1.0,0.12162162162162163
d1b8c022-a4e6-4499-b075-d4ae1cc280e1,0,0,3,0,100,0,213.13,0,4.1,1,2362.44,0,1,9999.0,0,0.0,0.009504009504009503
0bbd0b48-36cb-446f-8f1c-0ead59fa14ce,0,0,0,1,100,0,221.37,0,20.8,1,2182.05,0,1,9999.0,0,0.0,0.02838046272493573
c8e11899-0638-42b6-813f-ed131f3c6534,0,0,1,1,100,0,2364.22,0,334.0,1,2174.5,0,1,9999.0,1,0.0,0.04578552515445719
23cf237e-f2db-40b2-92fc-1eeb91890345,0,3,0,0,100,0,76.37,0,2.1,1,1938.62,0,1,9999.0,0,0.0,0.02838046272493573
91791206-d160-406a-ad58-c15a92a7de82,0,3,3,0,100,0,499.03,0,24.2,1,1320.61,0,1,9999.0,0,0.0,0.0758438389589264
4b07ac2b-a2b8-4cf2-a95b-4b0f036d26cc,0,3,1,1,100,0,63.22,0,470.0,1,1756.68,0,1,9999.0,1,0.0,0.12162162162162163
cdf16e0b-03d4-4161-9c81-e9e123053032,0,0,3,0,100,0,1525.57,0,7.4,1,2156.01,0,1,9999.0,0,0.0,0.0758438389589264
536d72b8-e500-4525-b28d-c815c5c002b3,0,3,1,1,100,0,553.78,0,1442.0,1,1290.72,0,1,9999.0,1,0.0,0.06044654202214558
4cf33a3b-f42f-49d6-a28e-43341c3aa98c,0,0,0,1,100,0,303.7,1,3116.0,1,1747.06,0,1,9999.0,0,1.0,0.02838046272493573
7da66726-192f-47cd-bf83-e5a305f5d8cf,0,0,1,1,100,0,23.68,1,6647.0,1,1911.83,0,1,9999.0,1,1.0,0.006600660066006601
1e057c80-68cd-43d7-a0bc-168b2202b0bd,0,3,1,0,100,0,1368.02,0,24.3,1,1711.54,0,1,9999.0,1,0.0,0.04578552515445719
1bf6d7b3-9d2c-46f5-a6e5-36ad4ba7af32,0,0,3,1,100,0,140.69,0,8.7,1,1131.04,0,1,9999.0,0,0.0,0.009919877909194963
ce2fc495-d886-4d7d-8b8d-492f71590a04,0,0,1,0,100,0,92.96,0,13.2,1,1835.9,0,1,9999.0,1,0.0,0.010003897622450306
e1230eea-001b-4689-b34a-5cf59a1e6b54,0,2,3,1,100,0,16.26,1,10376.0,1,2202.51,0,1,9999.0,0,1.0,0.007973143096936634
3343ceec-09c3-4107-8d0a-8407951ecfce,0,2,2,1,100,0,2309.4,1,7565.0,1,2177.5,0,1,9999.0,0,1.0,0.04503916449086162
c6a6d4eb-b5cc-40c8-9e73-5ae0db7692d2,0,3,3,1,100,0,23.58,0,1194.0,1,2475.25,0,1,9999.0,0,0.0,0.009504009504009503
b58a3aca-190f-4ba1-8c73-992d48fb592b,0,0,3,1,100,0,53.04,0,11.9,1,2004.1,0,1,9999.0,0,0.0,0.007973143096936634
0e549bbb-70e8-4dd3-84b2-32e3784282ed,0,2,1,0,100,0,16.07,0,1445.0,1,1011.01,0,1,9999.0,1,0.0,0.20277529095792302
efb6bf72-bc5a-46ba-9b08-58bc757035f7,0,0,2,1,100,0,422.62,0,23.8,1,1209.1,0,1,9999.0,0,0.0,0.04503916449086162
7f7d640d-22c8-40bc-86c0-eb620c6095f5,0,3,3,0,100,0,533.14,0,13.8,1,2229.31,1,0,9999.0,0,0.0,0.06044654202214558
c0aa1122-212d-4729-80f7-fae7dc3d69c1,0,0,1,0,100,0,747.96,0,24.4,1,1124.41,0,0,9999.0,1,0.0,0.04578552515445719
be74fe23-8695-4f59-950b-2ac7f06fa05b,0,2,0,1,100,0,72.99,0,9.7,1,1888.62,0,0,9999.0,0,0.0,0.02838046272493573
6a018dda-bdbc-4fcc-a508-d074c11fa470,0,0,3,0,100,0,108.93,0,6.5,1,1412.19,0,0,9999.0,0,0.0,0.06044654202214558
c0fc4237-99dc-4ca5-82a4-5a32100622cc,0,0,3,1,100,0,66.38,1,8481.0,1,1907.32,0,0,9999.0,0,1.0,0.012280701754385965
56eb5c4b-6706-4ff0-a48c-a8d2e23409d4,0,3,1,0,100,0,178.06,0,14.5,1,993.77,0,0,9999.0,1,0.0,0.06044654202214558
dd7a9ad0-1899-4efd-afa1-fe9ddac6c4bc,0,3,0,0,100,0,92.11,0,13.7,1,1120.3,0,0,9999.0,0,0.0,0.02838046272493573
d22b0f79-3a43-41c1-a118-cfd44e0391aa,0,2,3,1,100,0,1257.23,0,24.2,1,2132.16,0,0,9999.0,0,0.0,0.0758438389589264
89cc168e-0043-4264-9538-ad48c906cd54,0,2,1,1,100,0,452.45,0,2.1,1,1592.03,0,0,9999.0,1,0.0,0.009919877909194963
697354cf-418f-4120-85b6-8c400b5fe29b,0,3,3,1,100,0,154.43,0,15.0,1,763.05,0,0,9999.0,0,0.0,0.010003897622450306
4291646d-7c41-474a-93aa-5faed3c65d58,0,3,3,1,100,0,167.02,0,1368.0,1,2449.25,0,0,9999.0,0,0.0,0.009504009504009503
13cbcfb1-c4cd-4e48-a6cc-9396b4180f0e,0,3,1,0,100,0,1211.68,0,20.6,1,2266.58,0,0,9999.0,1,0.0,0.04578552515445719
d4267d45-e3c4-4369-9452-f33a3cbf51ed,0,3,1,1,100,0,60.31,0,551.0,1,2488.44,0,0,9999.0,1,0.0,0.12162162162162163
873df693-5293-4cb7-a072-0743313508e0,0,0,3,1,100,0,549.31,1,9554.0,1,1874.72,0,0,9999.0,0,1.0,0.06044654202214558
c9d28124-5561-4591-99ad-91c97ea4fd18,0,0,3,0,100,0,691.73,0,22.1,1,912.93,0,0,-526440.0,0,0.0,0.0758438389589264
0fe194a6-e007-4fa6-8192-6e3a1cdf0c77,0,2,3,1,100,0,294.09,1,5866.0,1,2256.55,0,0,9999.0,0,1.0,0.009919877909194963
da558df6-af6f-4aa4-a40a-2a528eb32150,0,2,1,0,100,0,476.9,1,9606.0,1,1764.89,1,0,9999.0,1,1.0,0.010003897622450306
4c91aa51-d299-4b78-9c6a-5739ba29f662,0,2,1,1,100,0,222.87,1,10068.0,1,1273.69,0,0,9999.0,1,1.0,0.010003897622450306
d09112d6-4f01-475f-87cf-19587455fc86,0,3,1,1,100,0,1103.99,1,9660.0,1,1248.26,0,0,9999.0,1,1.0,0.04503916449086162
a3c52ad1-e200-49f2-9e3e-2ad4e290bd00,0,1,1,1,100,0,154.57,0,18.8,1,1764.24,0,0,9999.0,1,0.0,0.1058705469141997
f6ea19a7-164b-4e1e-af4e-2331a4a4a4ea,0,1,1,0,100,0,135.41,0,1.2,1,1693.7,0,0,9999.0,1,0.0,0.04578552515445719
21310d82-a85d-4cb2-9f64-88996f2891c5,0,0,1,1,100,0,295.85,0,7.9,1,645.91,0,0,9999.0,1,0.0,0.04578552515445719
8b2ad09d-d664-47bd-8223-117b1176551d,0,0,1,0,100,0,325.86,0,17.2,1,919.12,0,0,9999.0,1,0.0,0.04578552515445719
12d88f6b-65f7-4a35-88a1-af3b4a0ee8bb,0,2,1,1,100,0,1190.68,0,451.0,1,1017.45,0,0,9999.0,1,0.0,0.04503916449086162
9c9ee273-dd22-45f6-81b6-99ff02c84926,0,3,0,1,100,0,10.26,0,14.5,1,763.05,0,0,0.0,0,0.0,0.02838046272493573
08be027a-ebe8-4ffc-ba15-26124b5ff680,0,3,1,1,100,0,690.76,0,11.8,1,2382.01,0,0,9999.0,1,0.0,0.009919877909194963
28719956-74a8-435d-aca0-625ba2abcc5c,0,3,1,1,100,0,335.21,1,4650.0,1,1000.59,0,0,9999.0,1,1.0,0.04578552515445719
eabcb36e-e040-4f41-927d-074287f372e7,0,0,1,1,100,0,1085.0,0,687.0,1,1218.64,0,0,9999.0,1,0.0,0.04578552515445719
c804a387-55d7-47e6-883f-63dd6a168ad1,0,3,3,1,100,0,746.72,1,11825.0,1,1278.65,0,0,9999.0,0,1.0,0.0758438389589264
9afe70c4-ae5b-489a-b3d3-2d26420335ab,0,0,0,0,100,0,268.01,0,9.9,1,2169.48,0,0,9999.0,0,0.0,0.02838046272493573
9ae39f8d-7b81-470c-a45e-26aa16573e86,0,3,1,0,100,0,90.87,0,12.4,1,642.21,0,0,9999.0,1,0.0,0.010003897622450306
1c8606d0-26a9-4cc3-b0c3-21b1010c1d53,0,3,1,0,100,0,326.94,0,19.6,1,2149.63,0,0,9999.0,1,0.0,0.1058705469141997
2f64deac-7b4e-4130-8312-ec87e7c9fb5a,0,2,1,0,100,0,65.56,0,18.7,1,1984.87,0,0,9999.0,1,0.0,0.12162162162162163
190db56b-94a6-4a6e-8ff1-97dd137af5aa,0,0,2,1,100,0,106.46,0,20.5,1,1613.09,0,0,9999.0,0,0.0,0.1058705469141997
795b6948-7e68-4b93-8e2d-1a7c70177865,0,3,3,0,100,0,105.61,0,12.2,1,825.56,0,0,9999.0,0,0.0,0.0758438389589264
58c30c6f-d398-439d-8a0e-833af26026db,0,3,1,1,100,0,118.01,0,18.1,1,939.57,0,0,9999.0,1,0.0,0.1058705469141997
750ef68f-7250-426f-9cc0-b3977f4b4e8c,0,0,3,1,100,0,159.96,1,11329.0,1,2432.96,0,0,9999.0,0,1.0,0.007512152010605391
be79ba2c-ce39-4e17-9696-5573d3b373d6,0,0,3,1,100,0,676.67,0,297.0,1,2182.05,0,0,180.0,0,0.0,0.06044654202214558
86da0061-bd33-4649-b33a-9e5867b7a882,0,0,1,0,100,0,131.88,0,19.1,1,983.39,0,0,-526500.0,1,0.0,0.1058705469141997
440eb7b2-0b62-43dc-8097-9494fe540801,0,3,1,1,100,0,357.44,0,180.0,1,1988.83,0,0,9999.0,1,0.0,0.010003897622450306
7500187d-868f-48c4-9f22-f05fdf25ae80,0,0,3,1,100,0,315.82,0,449.0,1,1165.67,0,0,9999.0,0,0.0,0.06044654202214558
79b36c4b-8c27-4a92-a950-da23373a0d94,0,0,1,1,100,0,315.72,0,670.0,1,2453.29,0,0,9999.0,1,0.0,0.1058705469141997
3de3e96d-8f4b-4fc1-9a95-b2ecd3ebe939,0,2,3,0,100,0,66.6,0,8.0,1,1318.22,0,0,-526440.0,0,0.0,0.007194244604316547
b475a212-23f8-46ec-a1c5-d83573798e1e,0,3,3,0,100,0,74.7,0,535.0,1,2183.4,0,0,9999.0,0,0.0,0.007512152010605391
47af9f7e-de1c-4b20-8812-553e0578fae5,0,1,1,0,100,0,417.24,0,22.1,1,1271.96,0,0,9999.0,1,0.0,0.06044654202214558
2dafed52-6094-491d-8032-adaf96b0b834,0,2,3,0,100,0,465.54,0,14.5,1,611.79,0,0,9999.0,0,0.0,0.0758438389589264
c5cb3570-3317-4fae-94e4-114bfd961b62,0,2,1,0,100,0,193.41,0,20.4,1,1169.08,0,0,9999.0,1,0.0,0.010003897622450306
c19ec600-7f18-4b18-89ae-4e1fe31f1e36,0,3,3,1,100,0,158.67,0,16.4,1,2106.1,0,0,9999.0,0,0.0,0.007512152010605391
8b6ada01-7872-438c-a99c-2ef06b34d20d,0,3,1,1,100,0,450.59,0,23.2,1,1920.63,0,0,9999.0,1,0.0,0.009919877909194963
1f05404f-bbc6-4c22-a79c-87083f2e2c5a,0,3,2,1,100,0,245.3,0,0.2,1,1176.71,0,0,9999.0,0,0.0,0.04503916449086162
b17dbff6-2e20-45f5-92ac-cdd1e443b08c,0,3,1,1,100,0,359.2,0,1211.0,1,2216.07,0,0,9999.0,1,0.0,0.009919877909194963
465e20be-ebbc-4ccb-8844-0872b80f3d63,0,2,3,1,100,0,337.26,0,1309.0,1,2246.7,0,0,9999.0,0,0.0,0.010003897622450306
9b3b2e22-ec04-4ca5-a76c-99d45fb8354b,0,3,1,1,100,0,2684.01,1,4223.0,1,2364.19,0,0,9999.0,1,1.0,0.04503916449086162
29560e59-d53e-4748-a704-6a7d9a09aa37,0,0,3,1,100,0,133.64,0,633.0,1,1088.15,0,0,9999.0,0,0.0,0.004389815627743635
3a7696ce-a9df-4507-a144-ec1beb8ae77b,0,1,3,1,100,0,158.38,0,545.0,1,1423.18,0,0,9999.0,0,0.0,0.007512152010605391
f6468710-d7a3-44cd-8e07-c7df457e253c,0,0,1,1,100,0,1112.48,0,792.0,1,1016.39,0,0,9999.0,1,0.0,0.04503916449086162
5e65f98f-7278-407f-b975-98b90b58f066,0,3,3,1,100,0,80.52,0,20.4,1,2377.95,0,0,9999.0,0,0.0,0.007194244604316547
6505b4d3-8d52-4cfd-89ae-8dfab1b46558,0,3,3,0,100,0,48.61,0,1373.0,1,1192.41,0,0,9999.0,0,0.0,0.009956709956709957
e85f10df-ae72-4c14-b23c-5b75bd40b92f,0,3,1,1,100,0,319.54,0,768.0,1,1927.29,0,0,9999.0,1,0.0,0.06044654202214558
563fafb2-72b4-4d94-a408-59d0e8de6197,0,3,1,1,100,0,228.03,0,6.5,1,1383.26,0,0,9999.0,1,0.0,0.009919877909194963
83ca8858-e003-4d35-be49-8fcbff141406,0,2,0,1,100,0,431.91,1,10447.0,1,2300.91,0,0,9999.0,0,1.0,0.02838046272493573
c1478bd2-a1b3-462c-a8cd-010314c704ba,0,0,2,0,100,0,1116.36,1,7252.0,1,1665.52,0,0,9999.0,0,1.0,0.04503916449086162
a74c43be-b223-4822-a08c-1e765de0da8f,0,3,1,1,100,0,1192.42,0,1263.0,1,1605.35,0,0,9999.0,1,0.0,0.04578552515445719
7b41716c-7419-434e-b5e5-d6d31b0d8c76,0,0,3,0,100,0,193.0,0,833.0,1,623.53,1,0,9999.0,0,0.0,0.9939024390243902
e31b7880-00a4-49ac-9636-fb524814c1b2,0,2,1,1,100,0,93.88,0,20.9,1,2180.05,0,0,9999.0,1,0.0,0.1058705469141997
b53958fa-b500-49df-bd2c-c2dfde6bc2b6,0,3,2,0,100,0,5020.85,0,16.1,1,2348.29,0,0,9999.0,0,0.0,0.04503916449086162
fed419ab-2e2d-436f-aa69-13748e7e07aa,0,3,1,0,100,0,55.69,0,24.1,1,2471.71,0,0,9999.0,1,0.0,0.12162162162162163
57b178a4-cd42-4a04-9bac-403dfe6eeb6a,0,0,1,0,100,0,1600.24,0,11.4,1,1635.03,0,0,9999.0,1,0.0,0.04503916449086162
d8dbbf59-5249-4507-a9f8-7d3f86df633c,0,2,3,0,100,0,1822.25,0,18.5,1,2332.48,0,0,9999.0,0,0.0,0.0758438389589264
4215d18f-0a3d-45e4-90e4-8e5d06945b18,0,0,1,1,100,0,1056.75,0,21.5,1,1334.73,0,0,9999.0,1,0.0,0.04503916449086162
cb01dcba-e414-42d9-9a27-375f6906ed6b,0,3,3,1,100,0,5.32,0,233.0,1,939.57,0,0,60.0,0,0.0,0.007973143096936634
32ddd216-c183-42fe-b4bd-c9dfcaaa31da,0,0,0,0,100,0,191.01,1,9629.0,1,1135.54,0,0,9999.0,0,1.0,0.02838046272493573
d4774657-2e9b-4db3-8b70-dcfcf2d37aff,0,0,1,1,100,0,638.63,0,20.3,1,1356.9,0,0,9999.0,1,0.0,0.04578552515445719
cbe84493-a77f-45b7-85f8-dd004847931a,0,0,0,1,100,0,152.82,0,572.0,1,1234.19,0,0,9999.0,0,0.0,0.02838046272493573
96572bf7-d963-402e-9c5a-24b0094a27ed,0,3,2,1,100,0,137.5,1,9431.0,1,1938.18,0,0,9999.0,0,1.0,0.20277529095792302
296940d1-22bf-44ef-b179-4146770863fa,0,2,0,0,100,0,317.66,0,10.2,1,1970.29,0,0,9999.0,0,0.0,0.02838046272493573
ae221b1d-942f-4bce-9576-4ace1bc251fb,0,0,3,1,100,0,110.55,0,5.5,1,2432.31,0,0,9999.0,0,0.0,0.007194244604316547
85de6c5d-dd04-418e-a971-3f699246432e,0,3,1,1,100,0,198.38,0,137.0,1,893.41,0,0,9999.0,1,0.0,0.009919877909194963
db2e4def-5d50-4f42-b21b-1613d7449667,0,3,3,1,100,0,291.33,1,9519.0,1,2240.42,0,0,9999.0,0,1.0,0.009919877909194963
652f141f-57bc-497d-baf2-4aef5e994356,0,2,1,1,100,0,328.89,0,19.7,1,1809.13,0,0,9999.0,1,0.0,0.06044654202214558
4d8d7888-7deb-4b08-8ab4-6ca665e9195c,0,2,1,1,100,0,98.03,0,456.0,1,1330.99,0,0,9999.0,1,0.0,0.009919877909194963
0573bb60-1c96-4a16-8f9e-dc7186ded089,0,3,3,1,100,0,75.17,1,4700.0,1,2059.74,0,0,9999.0,0,1.0,0.011475409836065573
203f120f-6489-47df-b8a5-42ba2085576e,0,0,1,1,100,0,238.88,1,8857.0,1,1622.82,0,0,9999.0,1,1.0,0.1058705469141997
3a5c9675-ec77-446e-aa6c-3427faee1209,0,3,3,1,100,0,31.58,1,8846.0,1,1407.1,0,0,9999.0,0,1.0,0.009504009504009503
deafce57-a760-4583-8264-6554822291f5,0,3,1,1,100,0,338.39,0,2.8,1,1576.9,0,0,9999.0,1,0.0,0.1058705469141997
a25a3a96-b056-4d0b-90b9-173a05b296e7,0,2,1,0,100,0,196.8,0,15.0,1,2491.38,0,0,9999.0,1,0.0,0.009682416731216111
68415c45-19e2-429e-9eaf-9df11e4ccb5a,0,3,3,1,100,0,666.17,0,23.0,1,1915.99,0,0,9999.0,0,0.0,0.0758438389589264
10847c43-0266-4976-a221-01dbd0192bcf,0,3,1,1,100,0,20.26,1,2127.0,1,1246.92,0,0,9999.0,1,1.0,0.006600660066006601
2462b8d3-6091-4a77-bd04-e0550401ebeb,0,2,1,1,100,0,62.46,0,989.0,1,1701.2,0,0,9999.0,1,0.0,0.12162162162162163
0870c04f-3f75-4771-b8b5-28adabbe9e13,0,0,1,0,100,0,45.7,0,15.9,1,2121.33,0,0,9999.0,1,0.0,0.04503916449086162
2298396d-7f92-49fb-ba96-d783f25c9b24,0,2,1,1,100,0,267.94,0,24.9,1,1159.42,0,0,9999.0,1,0.0,0.010003897622450306
b4bf63c1-c894-4868-b6d3-20e92524fabb,0,3,3,1,100,0,252.94,0,11.7,1,1049.0,0,0,9999.0,0,0.0,0.007512152010605391
406141af-83c5-4e2a-aa7f-1f767f474888,0,3,3,1,100,0,71.43,0,1460.0,1,1078.77,0,0,9999.0,0,0.0,0.009682416731216111
5e812415-9d13-40d0-b4c5-2c1c62e1dbf4,0,3,1,0,100,0,1086.11,0,14.8,1,1540.28,0,0,9999.0,1,0.0,0.04503916449086162
8718016f-589c-44e9-9240-5dc18be2b15c,0,0,3,1,100,0,614.99,0,258.0,1,1519.05,0,0,9999.0,0,0.0,0.014311270125223614
a041affe-64a4-4a0a-aad8-49e2e2cf275a,0,0,3,1,100,0,216.64,0,16.7,1,2343.48,0,0,9999.0,0,0.0,0.010003897622450306
2d5f9a70-1d89-44c8-8f95-4e3eb36cf6e8,0,3,1,1,100,0,345.11,0,1.3,1,1314.52,0,0,9999.0,1,0.0,0.009919877909194963
ede34dc0-c6b2-4e1e-ad2b-1781d7d42706,0,2,3,1,100,0,210.63,0,16.9,1,2093.04,0,0,9999.0,0,0.0,0.007512152010605391
d1f442ca-6391-4a26-bdd9-fb5be0a485cd,0,3,1,1,100,0,55.35,1,9421.0,1,2154.74,0,0,9999.0,1,1.0,0.12162162162162163
314f8dac-dfee-4819-b9af-aedab2f13b1d,0,3,1,1,100,0,136.84,1,7678.0,1,1141.95,0,0,9999.0,1,1.0,0.009919877909194963
7e2b78a2-8ef5-446c-a09e-370227d918dc,0,3,1,1,100,0,403.34,1,9228.0,1,2114.21,0,0,9999.0,1,1.0,0.010003897622450306
1f1b3ad4-e9e9-4c8b-abf4-aa07f6149a90,0,3,1,1,100,0,29.01,0,11.7,1,853.09,0,0,9999.0,1,0.0,0.006600660066006601
e598b152-a5f1-4167-8bd6-49f4ffda54a0,0,3,3,1,100,54,153.11,0,2.4,0,707.1,0,0,9999.0,0,0.0,0.010003897622450306
3b07fc2b-b071-40b9-9f48-b338e72b02a9,0,1,3,0,100,0,48.79,0,619.0,1,1807.43,0,0,9999.0,0,0.0,0.007973143096936634
7ff25e78-2544-4852-8f62-7fc158353cad,0,3,3,1,100,0,710.44,1,4984.0,1,1352.6,0,0,9999.0,0,1.0,0.014311270125223614
ba5bcfe9-1c41-46ae-a88f-6942cceaded0,0,0,1,1,100,0,871.38,0,13.7,1,2354.82,0,0,9999.0,1,0.0,0.009919877909194963
d2d25e67-79cb-4270-916a-dcd61bc42e53,0,3,0,0,100,0,178.89,0,4.5,1,1446.38,0,0,9999.0,0,0.0,0.02838046272493573
042d1866-5355-4499-b7e7-7d1bbb8de35f,0,0,1,1,100,0,1214.06,0,23.6,1,1783.47,0,0,9999.0,1,0.0,0.04578552515445719
6362fbf6-3279-4b06-91af-7d853e6f3a6a,0,2,3,0,100,0,50.03,0,22.2,1,2012.51,0,0,-526260.0,0,0.0,0.009504009504009503
96d4f3a0-f555-4f9d-8555-23701dc97cc0,0,0,1,0,100,0,239.25,0,3.1,1,1278.63,0,0,9999.0,1,0.0,0.1058705469141997
a79cd977-5a47-4efe-b45b-7e8549cc2475,0,3,1,0,100,0,36.1,1,7906.0,1,1771.46,0,0,9999.0,1,1.0,0.12162162162162163
43c78c02-be79-4ae9-822d-c194825c56c0,0,2,1,0,100,0,53.24,0,19.0,1,1764.89,0,0,180.0,1,0.0,0.12162162162162163
54c60ce2-1cdf-489a-a549-685a6d8c11c2,0,0,3,1,100,0,479.24,1,9107.0,1,2020.21,0,0,9999.0,0,1.0,0.009919877909194963
